outflow_id,customer_id,transaction_date,amount_usd,descriptor,transaction_type
OFL_CNB0003632_000007,CNB0003632,2024-03-31,114.49,KRAKEN,ACH
OFL_CNB0003632_000003,CNB0003632,2024-05-03,275.33,OTHER_EXCHANGE,ACH
OFL_CNB0003632_000002,CNB0003632,2024-05-03,182.51,COINBASE,ACH
OFL_CNB0003632_000008,CNB0003632,2024-05-03,951.89,GEMINI,ACH
OFL_CNB0003632_000001,CNB0003632,2024-05-03,80.05,KRAKEN,ACH
OFL_CNB0003632_000006,CNB0003632,2024-05-03,1274.75,COINBASE,ACH
OFL_CNB0003635_000000,CNB0003635,2024-09-18,45.16,GEMINI,WIRE
OFL_CNB0003635_000001,CNB0003635,2024-09-20,2142.2,COINBASE,ACH
OFL_CNB0003635_000018,CNB0003635,2024-09-26,63.39,KRAKEN,ACH
OFL_CNB0003635_000028,CNB0003635,2024-09-30,950.19,COINBASE,ACH
OFL_CNB0003635_000011,CNB0003635,2024-10-01,31.8,OTHER_EXCHANGE,ACH
OFL_CNB0003635_000040,CNB0003635,2024-10-01,80.51,BINANCE.US,ACH
OFL_CNB0003635_000014,CNB0003635,2024-10-04,422.76,COINBASE,ACH
OFL_CNB0003635_000033,CNB0003635,2024-10-08,422.87,KRAKEN,ACH
OFL_CNB0003635_000017,CNB0003635,2024-10-09,953.74,GEMINI,ACH
OFL_CNB0003635_000009,CNB0003635,2024-10-28,198.11,COINBASE,ACH
OFL_CNB0003635_000037,CNB0003635,2024-11-01,266.68,BINANCE.US,ACH
OFL_CNB0003635_000025,CNB0003635,2024-11-13,776.89,KRAKEN,WIRE
OFL_CNB0003635_000038,CNB0003635,2024-11-19,211.42,COINBASE,ACH
OFL_CNB0003635_000043,CNB0003635,2024-11-28,15.5,CRYPTO.COM,WIRE
OFL_CNB0003635_000023,CNB0003635,2024-12-03,77.15,KRAKEN,ACH
OFL_CNB0003635_000039,CNB0003635,2024-12-05,1142.64,BINANCE.US,WIRE
OFL_CNB0003635_000042,CNB0003635,2024-12-12,289.86,KRAKEN,WIRE
OFL_CNB0003635_000026,CNB0003635,2024-12-20,93.54,CRYPTO.COM,WIRE
OFL_CNB0003635_000016,CNB0003635,2024-12-29,854.82,GEMINI,ACH
OFL_CNB0003635_000004,CNB0003635,2025-01-04,348.7,BINANCE.US,WIRE
OFL_CNB0003635_000032,CNB0003635,2025-01-04,317.66,KRAKEN,ACH
OFL_CNB0003635_000002,CNB0003635,2025-01-09,543.91,KRAKEN,ACH
OFL_CNB0003635_000031,CNB0003635,2025-01-09,1068.84,COINBASE,ACH
OFL_CNB0003635_000021,CNB0003635,2025-01-14,136.78,GEMINI,ACH
OFL_CNB0003635_000024,CNB0003635,2025-01-15,845.62,GEMINI,ACH
OFL_CNB0003635_000041,CNB0003635,2025-01-18,63.79,COINBASE,ACH
OFL_CNB0003635_000036,CNB0003635,2025-01-18,57.31,KRAKEN,WIRE
OFL_CNB0003635_000046,CNB0003635,2025-01-19,70.29,KRAKEN,ACH
OFL_CNB0003635_000003,CNB0003635,2025-01-23,795.39,KRAKEN,ACH
OFL_CNB0003635_000034,CNB0003635,2025-01-24,145.67,COINBASE,ACH
OFL_CNB0003635_000044,CNB0003635,2025-01-26,68.74,KRAKEN,WIRE
OFL_CNB0003635_000012,CNB0003635,2025-02-03,243.18,COINBASE,ACH
OFL_CNB0003635_000020,CNB0003635,2025-02-12,126.85,KRAKEN,ACH
OFL_CNB0003635_000047,CNB0003635,2025-02-14,130.28,COINBASE,ACH
OFL_CNB0003635_000006,CNB0003635,2025-02-14,102.03,COINBASE,ACH
OFL_CNB0003635_000007,CNB0003635,2025-02-16,432.28,GEMINI,WIRE
OFL_CNB0003635_000045,CNB0003635,2025-02-17,700.83,KRAKEN,WIRE
OFL_CNB0003635_000029,CNB0003635,2025-02-18,1834.28,CRYPTO.COM,ACH
OFL_CNB0003635_000008,CNB0003635,2025-02-26,43.62,KRAKEN,ACH
OFL_CNB0003635_000030,CNB0003635,2025-02-26,1265.45,COINBASE,ACH
OFL_CNB0003635_000005,CNB0003635,2025-02-26,258.09,KRAKEN,ACH
OFL_CNB0003635_000027,CNB0003635,2025-02-26,84.72,GEMINI,ACH
OFL_CNB0003635_000010,CNB0003635,2025-02-26,62.89,GEMINI,ACH
OFL_CNB0003635_000015,CNB0003635,2025-02-26,306.72,COINBASE,ACH
OFL_CNB0003635_000022,CNB0003635,2025-02-26,123.78,COINBASE,ACH
OFL_CNB0003635_000035,CNB0003635,2025-02-26,100.46,COINBASE,WIRE
OFL_CNB0003635_000019,CNB0003635,2025-02-26,58.12,BINANCE.US,WIRE
OFL_CNB0003635_000013,CNB0003635,2025-02-26,431.8,KRAKEN,ACH
OFL_CNB0003636_000000,CNB0003636,2024-12-22,456.52,COINBASE,ACH
OFL_CNB0003636_000030,CNB0003636,2024-12-24,1190.25,COINBASE,WIRE
OFL_CNB0003636_000004,CNB0003636,2024-12-28,178.08,COINBASE,ACH
OFL_CNB0003636_000023,CNB0003636,2024-12-29,177.73,BINANCE.US,ACH
OFL_CNB0003636_000015,CNB0003636,2024-12-30,1453.58,KRAKEN,ACH
OFL_CNB0003636_000052,CNB0003636,2025-01-18,430.69,COINBASE,ACH
OFL_CNB0003636_000016,CNB0003636,2025-01-21,145.02,COINBASE,ACH
OFL_CNB0003636_000019,CNB0003636,2025-01-27,485.71,COINBASE,ACH
OFL_CNB0003636_000029,CNB0003636,2025-01-29,823.09,COINBASE,ACH
OFL_CNB0003636_000001,CNB0003636,2025-02-04,900.05,COINBASE,WIRE
OFL_CNB0003636_000045,CNB0003636,2025-02-05,323.08,COINBASE,ACH
OFL_CNB0003636_000013,CNB0003636,2025-02-13,361.07,KRAKEN,ACH
OFL_CNB0003636_000032,CNB0003636,2025-02-16,10.0,COINBASE,ACH
OFL_CNB0003636_000014,CNB0003636,2025-02-20,69.35,KRAKEN,ACH
OFL_CNB0003636_000042,CNB0003636,2025-02-23,2124.7,COINBASE,ACH
OFL_CNB0003636_000039,CNB0003636,2025-02-26,351.02,KRAKEN,ACH
OFL_CNB0003636_000020,CNB0003636,2025-02-26,76.94,KRAKEN,ACH
OFL_CNB0003636_000010,CNB0003636,2025-02-26,511.12,COINBASE,ACH
OFL_CNB0003636_000021,CNB0003636,2025-02-26,284.76,KRAKEN,ACH
OFL_CNB0003636_000043,CNB0003636,2025-02-26,149.92,BINANCE.US,ACH
OFL_CNB0003636_000035,CNB0003636,2025-02-26,40.73,KRAKEN,ACH
OFL_CNB0003636_000037,CNB0003636,2025-02-26,268.11,COINBASE,ACH
OFL_CNB0003636_000050,CNB0003636,2025-02-26,676.65,BINANCE.US,ACH
OFL_CNB0003636_000005,CNB0003636,2025-02-26,814.25,KRAKEN,ACH
OFL_CNB0003636_000006,CNB0003636,2025-02-26,479.54,KRAKEN,ACH
OFL_CNB0003636_000033,CNB0003636,2025-02-26,234.28,COINBASE,ACH
OFL_CNB0003636_000025,CNB0003636,2025-02-26,178.24,COINBASE,ACH
OFL_CNB0003636_000053,CNB0003636,2025-02-26,285.36,KRAKEN,ACH
OFL_CNB0003636_000012,CNB0003636,2025-02-26,50.92,GEMINI,ACH
OFL_CNB0003636_000038,CNB0003636,2025-02-26,166.33,KRAKEN,WIRE
OFL_CNB0003636_000009,CNB0003636,2025-02-26,596.22,COINBASE,ACH
OFL_CNB0003636_000034,CNB0003636,2025-02-26,14.74,BINANCE.US,ACH
OFL_CNB0003636_000026,CNB0003636,2025-02-26,343.74,OTHER_EXCHANGE,ACH
OFL_CNB0003636_000051,CNB0003636,2025-02-26,13.72,KRAKEN,ACH
OFL_CNB0003636_000036,CNB0003636,2025-02-26,211.41,COINBASE,ACH
OFL_CNB0003636_000007,CNB0003636,2025-02-26,34.73,KRAKEN,ACH
OFL_CNB0003636_000040,CNB0003636,2025-02-26,256.24,OTHER_EXCHANGE,ACH
OFL_CNB0003636_000044,CNB0003636,2025-02-26,174.83,CRYPTO.COM,ACH
OFL_CNB0003636_000022,CNB0003636,2025-02-26,1969.64,KRAKEN,ACH
OFL_CNB0003636_000049,CNB0003636,2025-02-26,1435.95,KRAKEN,ACH
OFL_CNB0003636_000018,CNB0003636,2025-02-26,160.14,KRAKEN,ACH
OFL_CNB0003636_000041,CNB0003636,2025-02-26,616.99,COINBASE,ACH
OFL_CNB0003636_000003,CNB0003636,2025-02-26,323.16,KRAKEN,ACH
OFL_CNB0003636_000027,CNB0003636,2025-02-26,123.95,GEMINI,ACH
OFL_CNB0003636_000017,CNB0003636,2025-02-26,96.88,CRYPTO.COM,ACH
OFL_CNB0003636_000048,CNB0003636,2025-02-26,332.86,COINBASE,ACH
OFL_CNB0003636_000011,CNB0003636,2025-02-26,58.91,COINBASE,WIRE
OFL_CNB0003636_000008,CNB0003636,2025-02-26,505.86,COINBASE,ACH
OFL_CNB0003636_000002,CNB0003636,2025-02-26,401.43,BINANCE.US,ACH
OFL_CNB0003636_000046,CNB0003636,2025-02-26,89.19,COINBASE,ACH
OFL_CNB0003636_000031,CNB0003636,2025-02-26,2204.45,CRYPTO.COM,ACH
OFL_CNB0003636_000024,CNB0003636,2025-02-26,1439.48,COINBASE,WIRE
OFL_CNB0003636_000047,CNB0003636,2025-02-26,76.71,COINBASE,ACH
OFL_CNB0003636_000028,CNB0003636,2025-02-26,286.43,OTHER_EXCHANGE,ACH
OFL_CNB0003639_000000,CNB0003639,2024-07-01,2945.44,COINBASE,WIRE
OFL_CNB0003639_000028,CNB0003639,2024-07-09,86.81,GEMINI,ACH
OFL_CNB0003639_000039,CNB0003639,2024-07-16,1044.18,COINBASE,ACH
OFL_CNB0003639_000050,CNB0003639,2024-07-16,202.56,COINBASE,ACH
OFL_CNB0003639_000053,CNB0003639,2024-07-17,91.18,KRAKEN,ACH
OFL_CNB0003639_000049,CNB0003639,2024-07-19,94.99,OTHER_EXCHANGE,ACH
OFL_CNB0003639_000011,CNB0003639,2024-07-20,67.35,COINBASE,ACH
OFL_CNB0003639_000031,CNB0003639,2024-07-22,1271.42,CRYPTO.COM,WIRE
OFL_CNB0003639_000052,CNB0003639,2024-07-25,462.07,KRAKEN,ACH
OFL_CNB0003639_000037,CNB0003639,2024-08-02,40.94,OTHER_EXCHANGE,ACH
OFL_CNB0003639_000057,CNB0003639,2024-08-05,108.26,GEMINI,ACH
OFL_CNB0003639_000012,CNB0003639,2024-08-07,374.21,KRAKEN,ACH
OFL_CNB0003639_000021,CNB0003639,2024-08-25,34.65,KRAKEN,ACH
OFL_CNB0003639_000018,CNB0003639,2024-08-27,63.12,COINBASE,ACH
OFL_CNB0003639_000027,CNB0003639,2024-08-31,344.69,BINANCE.US,WIRE
OFL_CNB0003639_000038,CNB0003639,2024-09-06,345.61,KRAKEN,ACH
OFL_CNB0003639_000006,CNB0003639,2024-09-06,213.35,KRAKEN,ACH
OFL_CNB0003639_000020,CNB0003639,2024-09-10,669.11,OTHER_EXCHANGE,ACH
OFL_CNB0003639_000044,CNB0003639,2024-09-13,488.35,COINBASE,ACH
OFL_CNB0003639_000022,CNB0003639,2024-09-22,115.36,KRAKEN,ACH
OFL_CNB0003639_000004,CNB0003639,2024-09-24,224.65,COINBASE,ACH
OFL_CNB0003639_000041,CNB0003639,2024-09-25,581.81,GEMINI,WIRE
OFL_CNB0003639_000008,CNB0003639,2024-09-27,436.54,COINBASE,WIRE
OFL_CNB0003639_000051,CNB0003639,2024-09-27,259.54,GEMINI,ACH
OFL_CNB0003639_000026,CNB0003639,2024-09-28,243.35,OTHER_EXCHANGE,ACH
OFL_CNB0003639_000005,CNB0003639,2024-10-07,1893.01,COINBASE,ACH
OFL_CNB0003639_000032,CNB0003639,2024-10-16,266.94,GEMINI,ACH
OFL_CNB0003639_000016,CNB0003639,2024-10-20,12.76,COINBASE,ACH
OFL_CNB0003639_000063,CNB0003639,2024-10-25,1665.6,CRYPTO.COM,WIRE
OFL_CNB0003639_000045,CNB0003639,2024-10-29,109.69,GEMINI,ACH
OFL_CNB0003639_000017,CNB0003639,2024-10-30,223.33,COINBASE,ACH
OFL_CNB0003639_000046,CNB0003639,2024-11-07,1032.31,COINBASE,WIRE
OFL_CNB0003639_000009,CNB0003639,2024-11-07,421.87,KRAKEN,ACH
OFL_CNB0003639_000019,CNB0003639,2024-11-15,1054.37,KRAKEN,ACH
OFL_CNB0003639_000001,CNB0003639,2024-11-15,41.29,KRAKEN,ACH
OFL_CNB0003639_000064,CNB0003639,2024-11-17,122.34,KRAKEN,ACH
OFL_CNB0003639_000034,CNB0003639,2024-11-22,94.11,GEMINI,ACH
OFL_CNB0003639_000030,CNB0003639,2024-11-24,323.61,COINBASE,ACH
OFL_CNB0003639_000060,CNB0003639,2024-11-25,830.84,KRAKEN,WIRE
OFL_CNB0003639_000007,CNB0003639,2024-11-26,873.16,GEMINI,ACH
OFL_CNB0003639_000002,CNB0003639,2024-12-02,1019.85,BINANCE.US,ACH
OFL_CNB0003639_000015,CNB0003639,2024-12-03,76.4,COINBASE,ACH
OFL_CNB0003639_000003,CNB0003639,2024-12-07,34.52,KRAKEN,WIRE
OFL_CNB0003639_000048,CNB0003639,2024-12-13,1387.86,COINBASE,ACH
OFL_CNB0003639_000054,CNB0003639,2024-12-14,60.11,GEMINI,ACH
OFL_CNB0003639_000062,CNB0003639,2024-12-15,279.19,KRAKEN,WIRE
OFL_CNB0003639_000014,CNB0003639,2024-12-16,1046.75,GEMINI,ACH
OFL_CNB0003639_000036,CNB0003639,2024-12-16,391.78,COINBASE,ACH
OFL_CNB0003639_000035,CNB0003639,2024-12-28,54.88,COINBASE,ACH
OFL_CNB0003639_000010,CNB0003639,2024-12-29,166.76,COINBASE,ACH
OFL_CNB0003639_000042,CNB0003639,2024-12-29,397.91,COINBASE,ACH
OFL_CNB0003639_000023,CNB0003639,2024-12-29,186.9,GEMINI,ACH
OFL_CNB0003639_000065,CNB0003639,2024-12-29,78.73,BINANCE.US,ACH
OFL_CNB0003639_000029,CNB0003639,2024-12-29,178.81,COINBASE,WIRE
OFL_CNB0003639_000055,CNB0003639,2024-12-29,444.01,BINANCE.US,ACH
OFL_CNB0003639_000043,CNB0003639,2024-12-29,55.23,BINANCE.US,WIRE
OFL_CNB0003639_000013,CNB0003639,2024-12-29,3787.58,GEMINI,ACH
OFL_CNB0003639_000056,CNB0003639,2024-12-29,133.63,KRAKEN,ACH
OFL_CNB0003639_000066,CNB0003639,2024-12-29,22.02,BINANCE.US,ACH
OFL_CNB0003639_000047,CNB0003639,2024-12-29,2846.05,COINBASE,ACH
OFL_CNB0003639_000058,CNB0003639,2024-12-29,230.92,COINBASE,WIRE
OFL_CNB0003639_000033,CNB0003639,2024-12-29,54.87,KRAKEN,ACH
OFL_CNB0003639_000059,CNB0003639,2024-12-29,294.7,COINBASE,ACH
OFL_CNB0003639_000024,CNB0003639,2024-12-29,268.14,KRAKEN,ACH
OFL_CNB0003639_000040,CNB0003639,2024-12-29,2502.18,KRAKEN,ACH
OFL_CNB0003639_000025,CNB0003639,2024-12-29,55.29,KRAKEN,ACH
OFL_CNB0003639_000061,CNB0003639,2024-12-29,552.32,COINBASE,ACH
OFL_CNB0003643_000000,CNB0003643,2024-02-29,1518.51,COINBASE,ACH
OFL_CNB0003643_000031,CNB0003643,2024-03-09,432.98,COINBASE,ACH
OFL_CNB0003643_000020,CNB0003643,2024-03-18,38.56,COINBASE,ACH
OFL_CNB0003643_000011,CNB0003643,2024-04-15,42.56,KRAKEN,ACH
OFL_CNB0003643_000018,CNB0003643,2024-04-19,1407.86,KRAKEN,ACH
OFL_CNB0003643_000022,CNB0003643,2024-04-23,78.73,BINANCE.US,WIRE
OFL_CNB0003643_000027,CNB0003643,2024-05-11,307.8,KRAKEN,WIRE
OFL_CNB0003643_000028,CNB0003643,2024-05-11,45.12,KRAKEN,ACH
OFL_CNB0003643_000024,CNB0003643,2024-05-13,368.16,KRAKEN,ACH
OFL_CNB0003643_000003,CNB0003643,2024-05-17,46.25,KRAKEN,ACH
OFL_CNB0003643_000012,CNB0003643,2024-06-01,100.9,COINBASE,ACH
OFL_CNB0003643_000021,CNB0003643,2024-06-27,218.35,OTHER_EXCHANGE,ACH
OFL_CNB0003643_000002,CNB0003643,2024-07-31,109.17,COINBASE,ACH
OFL_CNB0003643_000010,CNB0003643,2024-08-01,322.03,BINANCE.US,WIRE
OFL_CNB0003643_000025,CNB0003643,2024-08-06,44.4,OTHER_EXCHANGE,ACH
OFL_CNB0003643_000029,CNB0003643,2024-08-07,161.95,GEMINI,WIRE
OFL_CNB0003643_000005,CNB0003643,2024-08-19,487.47,KRAKEN,ACH
OFL_CNB0003643_000006,CNB0003643,2024-08-26,119.96,GEMINI,ACH
OFL_CNB0003643_000013,CNB0003643,2024-09-08,280.19,KRAKEN,ACH
OFL_CNB0003643_000017,CNB0003643,2024-09-13,52.25,GEMINI,ACH
OFL_CNB0003643_000016,CNB0003643,2024-09-14,515.68,COINBASE,WIRE
OFL_CNB0003643_000026,CNB0003643,2024-09-15,91.12,COINBASE,ACH
OFL_CNB0003643_000030,CNB0003643,2024-09-15,493.65,COINBASE,ACH
OFL_CNB0003643_000015,CNB0003643,2024-09-19,60.39,OTHER_EXCHANGE,ACH
OFL_CNB0003643_000019,CNB0003643,2024-09-19,91.99,CRYPTO.COM,ACH
OFL_CNB0003643_000014,CNB0003643,2024-10-02,510.81,CRYPTO.COM,WIRE
OFL_CNB0003643_000007,CNB0003643,2024-11-11,87.39,COINBASE,ACH
OFL_CNB0003643_000008,CNB0003643,2024-11-11,48.27,KRAKEN,ACH
OFL_CNB0003643_000001,CNB0003643,2024-11-15,339.97,COINBASE,ACH
OFL_CNB0003643_000023,CNB0003643,2024-11-18,2288.38,KRAKEN,ACH
OFL_CNB0003643_000009,CNB0003643,2024-12-02,288.77,GEMINI,ACH
OFL_CNB0003643_000004,CNB0003643,2024-12-05,150.79,COINBASE,WIRE
OFL_CNB0003644_000000,CNB0003644,2024-11-25,382.27,COINBASE,ACH
OFL_CNB0003644_000019,CNB0003644,2024-12-08,77.26,KRAKEN,ACH
OFL_CNB0003644_000017,CNB0003644,2024-12-08,170.08,COINBASE,ACH
OFL_CNB0003644_000005,CNB0003644,2024-12-08,767.15,OTHER_EXCHANGE,ACH
OFL_CNB0003644_000001,CNB0003644,2024-12-08,1464.71,OTHER_EXCHANGE,ACH
OFL_CNB0003644_000010,CNB0003644,2024-12-08,149.23,COINBASE,ACH
OFL_CNB0003644_000020,CNB0003644,2024-12-08,699.35,OTHER_EXCHANGE,ACH
OFL_CNB0003644_000004,CNB0003644,2024-12-08,1244.05,KRAKEN,ACH
OFL_CNB0003644_000024,CNB0003644,2024-12-08,516.36,GEMINI,ACH
OFL_CNB0003644_000014,CNB0003644,2024-12-08,281.05,KRAKEN,ACH
OFL_CNB0003644_000022,CNB0003644,2024-12-08,834.53,COINBASE,ACH
OFL_CNB0003644_000006,CNB0003644,2024-12-08,277.13,COINBASE,ACH
OFL_CNB0003644_000016,CNB0003644,2024-12-08,48.84,COINBASE,ACH
OFL_CNB0003644_000018,CNB0003644,2024-12-08,881.29,KRAKEN,ACH
OFL_CNB0003644_000015,CNB0003644,2024-12-08,393.06,OTHER_EXCHANGE,ACH
OFL_CNB0003644_000011,CNB0003644,2024-12-08,384.94,COINBASE,WIRE
OFL_CNB0003644_000012,CNB0003644,2024-12-08,427.76,GEMINI,ACH
OFL_CNB0003644_000008,CNB0003644,2024-12-08,313.0,KRAKEN,ACH
OFL_CNB0003644_000021,CNB0003644,2024-12-08,352.29,COINBASE,ACH
OFL_CNB0003644_000003,CNB0003644,2024-12-08,133.67,KRAKEN,ACH
OFL_CNB0003644_000002,CNB0003644,2024-12-08,132.7,OTHER_EXCHANGE,ACH
OFL_CNB0003644_000007,CNB0003644,2024-12-08,190.0,COINBASE,WIRE
OFL_CNB0003644_000023,CNB0003644,2024-12-08,2259.92,COINBASE,ACH
OFL_CNB0003644_000009,CNB0003644,2024-12-08,42.8,COINBASE,ACH
OFL_CNB0003644_000013,CNB0003644,2024-12-08,68.07,KRAKEN,ACH
OFL_CNB0003649_000000,CNB0003649,2024-05-28,49.11,KRAKEN,ACH
OFL_CNB0003649_000012,CNB0003649,2024-06-27,422.96,CRYPTO.COM,ACH
OFL_CNB0003649_000015,CNB0003649,2024-08-18,80.95,COINBASE,ACH
OFL_CNB0003649_000018,CNB0003649,2024-09-06,239.33,COINBASE,WIRE
OFL_CNB0003649_000004,CNB0003649,2024-09-11,174.03,COINBASE,ACH
OFL_CNB0003649_000002,CNB0003649,2024-10-13,240.59,KRAKEN,ACH
OFL_CNB0003649_000017,CNB0003649,2024-10-14,53.9,BINANCE.US,WIRE
OFL_CNB0003649_000006,CNB0003649,2024-10-14,713.78,KRAKEN,ACH
OFL_CNB0003649_000001,CNB0003649,2024-10-14,196.65,GEMINI,ACH
OFL_CNB0003649_000014,CNB0003649,2024-10-14,40.38,COINBASE,ACH
OFL_CNB0003649_000008,CNB0003649,2024-10-14,720.05,COINBASE,ACH
OFL_CNB0003649_000007,CNB0003649,2024-10-14,222.67,BINANCE.US,ACH
OFL_CNB0003649_000016,CNB0003649,2024-10-14,596.85,CRYPTO.COM,ACH
OFL_CNB0003649_000011,CNB0003649,2024-10-14,353.75,BINANCE.US,ACH
OFL_CNB0003649_000013,CNB0003649,2024-10-14,464.09,CRYPTO.COM,ACH
OFL_CNB0003649_000010,CNB0003649,2024-10-14,237.27,KRAKEN,ACH
OFL_CNB0003649_000009,CNB0003649,2024-10-14,3589.64,GEMINI,WIRE
OFL_CNB0003649_000003,CNB0003649,2024-10-14,112.74,KRAKEN,ACH
OFL_CNB0003649_000005,CNB0003649,2024-10-14,228.05,GEMINI,ACH
OFL_CNB0003651_000000,CNB0003651,2024-03-03,65.24,KRAKEN,WIRE
OFL_CNB0003651_000003,CNB0003651,2024-03-05,128.94,COINBASE,ACH
OFL_CNB0003651_000010,CNB0003651,2024-03-05,54.68,COINBASE,ACH
OFL_CNB0003651_000021,CNB0003651,2024-03-19,324.53,COINBASE,ACH
OFL_CNB0003651_000022,CNB0003651,2024-03-19,1189.62,COINBASE,ACH
OFL_CNB0003651_000016,CNB0003651,2024-03-22,1062.53,GEMINI,ACH
OFL_CNB0003651_000015,CNB0003651,2024-03-25,231.66,KRAKEN,ACH
OFL_CNB0003651_000023,CNB0003651,2024-04-04,386.93,BINANCE.US,ACH
OFL_CNB0003651_000014,CNB0003651,2024-04-05,337.1,OTHER_EXCHANGE,ACH
OFL_CNB0003651_000002,CNB0003651,2024-04-09,648.42,COINBASE,ACH
OFL_CNB0003651_000020,CNB0003651,2024-04-14,893.78,BINANCE.US,ACH
OFL_CNB0003651_000006,CNB0003651,2024-04-21,10.0,KRAKEN,ACH
OFL_CNB0003651_000001,CNB0003651,2024-04-24,105.35,GEMINI,ACH
OFL_CNB0003651_000004,CNB0003651,2024-04-29,632.77,COINBASE,ACH
OFL_CNB0003651_000009,CNB0003651,2024-04-30,89.33,KRAKEN,ACH
OFL_CNB0003651_000024,CNB0003651,2024-04-30,271.83,KRAKEN,WIRE
OFL_CNB0003651_000012,CNB0003651,2024-05-02,22.92,KRAKEN,ACH
OFL_CNB0003651_000019,CNB0003651,2024-05-04,128.26,OTHER_EXCHANGE,ACH
OFL_CNB0003651_000007,CNB0003651,2024-05-07,160.57,KRAKEN,ACH
OFL_CNB0003651_000018,CNB0003651,2024-05-10,1182.42,KRAKEN,ACH
OFL_CNB0003651_000005,CNB0003651,2024-05-12,506.71,COINBASE,ACH
OFL_CNB0003651_000017,CNB0003651,2024-05-14,64.14,KRAKEN,ACH
OFL_CNB0003651_000011,CNB0003651,2024-05-15,2740.06,COINBASE,WIRE
OFL_CNB0003651_000008,CNB0003651,2024-05-17,1106.04,BINANCE.US,ACH
OFL_CNB0003651_000013,CNB0003651,2024-05-26,663.48,COINBASE,ACH
OFL_CNB0003655_000000,CNB0003655,2024-03-01,71.05,COINBASE,ACH
OFL_CNB0003655_000022,CNB0003655,2024-03-11,134.37,BINANCE.US,ACH
OFL_CNB0003655_000009,CNB0003655,2024-03-26,424.38,COINBASE,ACH
OFL_CNB0003655_000025,CNB0003655,2024-03-26,1135.96,COINBASE,ACH
OFL_CNB0003655_000035,CNB0003655,2024-03-26,150.14,GEMINI,WIRE
OFL_CNB0003655_000029,CNB0003655,2024-04-06,197.62,KRAKEN,ACH
OFL_CNB0003655_000019,CNB0003655,2024-04-09,840.31,COINBASE,ACH
OFL_CNB0003655_000004,CNB0003655,2024-04-16,774.61,COINBASE,ACH
OFL_CNB0003655_000028,CNB0003655,2024-04-30,44.46,COINBASE,ACH
OFL_CNB0003655_000034,CNB0003655,2024-05-12,393.39,COINBASE,ACH
OFL_CNB0003655_000014,CNB0003655,2024-05-14,106.09,KRAKEN,ACH
OFL_CNB0003655_000030,CNB0003655,2024-06-08,575.34,GEMINI,ACH
OFL_CNB0003655_000008,CNB0003655,2024-06-14,4950.43,GEMINI,WIRE
OFL_CNB0003655_000026,CNB0003655,2024-07-01,695.53,GEMINI,WIRE
OFL_CNB0003655_000037,CNB0003655,2024-07-06,948.61,COINBASE,ACH
OFL_CNB0003655_000017,CNB0003655,2024-08-05,432.41,KRAKEN,ACH
OFL_CNB0003655_000032,CNB0003655,2024-08-19,72.73,KRAKEN,ACH
OFL_CNB0003655_000013,CNB0003655,2024-09-08,232.11,KRAKEN,ACH
OFL_CNB0003655_000001,CNB0003655,2024-09-12,659.09,GEMINI,ACH
OFL_CNB0003655_000005,CNB0003655,2024-09-14,170.84,GEMINI,WIRE
OFL_CNB0003655_000033,CNB0003655,2024-09-23,197.71,GEMINI,WIRE
OFL_CNB0003655_000021,CNB0003655,2024-10-05,206.95,KRAKEN,ACH
OFL_CNB0003655_000011,CNB0003655,2024-10-08,640.22,CRYPTO.COM,ACH
OFL_CNB0003655_000007,CNB0003655,2024-10-11,174.07,GEMINI,ACH
OFL_CNB0003655_000002,CNB0003655,2024-10-13,220.21,COINBASE,ACH
OFL_CNB0003655_000038,CNB0003655,2024-10-19,163.95,KRAKEN,ACH
OFL_CNB0003655_000040,CNB0003655,2024-10-20,1955.8,COINBASE,WIRE
OFL_CNB0003655_000016,CNB0003655,2024-10-30,112.57,GEMINI,WIRE
OFL_CNB0003655_000039,CNB0003655,2024-11-07,88.91,KRAKEN,ACH
OFL_CNB0003655_000027,CNB0003655,2024-11-21,2320.83,COINBASE,ACH
OFL_CNB0003655_000006,CNB0003655,2024-12-01,93.76,COINBASE,ACH
OFL_CNB0003655_000024,CNB0003655,2024-12-07,265.55,COINBASE,WIRE
OFL_CNB0003655_000010,CNB0003655,2024-12-20,863.26,COINBASE,ACH
OFL_CNB0003655_000023,CNB0003655,2025-01-18,694.26,KRAKEN,ACH
OFL_CNB0003655_000018,CNB0003655,2025-01-22,67.06,COINBASE,WIRE
OFL_CNB0003655_000036,CNB0003655,2025-02-17,17.69,KRAKEN,WIRE
OFL_CNB0003655_000012,CNB0003655,2025-02-24,92.28,KRAKEN,WIRE
OFL_CNB0003655_000031,CNB0003655,2025-02-26,281.98,BINANCE.US,WIRE
OFL_CNB0003655_000015,CNB0003655,2025-02-26,1445.51,COINBASE,ACH
OFL_CNB0003655_000003,CNB0003655,2025-02-26,255.78,KRAKEN,ACH
OFL_CNB0003655_000020,CNB0003655,2025-02-26,14.63,GEMINI,ACH
OFL_CNB0003656_000000,CNB0003656,2024-10-21,970.78,KRAKEN,WIRE
OFL_CNB0003656_000002,CNB0003656,2024-11-24,157.1,COINBASE,ACH
OFL_CNB0003656_000013,CNB0003656,2024-12-06,207.37,COINBASE,ACH
OFL_CNB0003656_000005,CNB0003656,2024-12-13,207.47,GEMINI,WIRE
