customer_id,account_open_date,age_band,income_band,state,segment,advisor_assigned,churn_risk_score
CNB0004406,2023-08-25,25-34,200K+,TN,Affluent,False,0.0971
CNB0004407,2000-06-26,45-54,Under 50K,FL,Retail,False,0.0217
CNB0004408,2002-11-13,55-64,Under 50K,TN,Retail,False,0.0122
CNB0004409,2023-09-24,55-64,100-150K,FL,Retail,False,0.0171
CNB0004410,2008-02-15,55-64,Under 50K,GA,Retail,False,0.0112
CNB0004411,2012-04-24,55-64,50-100K,FL,Retail,False,0.0128
CNB0004412,2004-12-02,35-44,150-200K,VA,Affluent,True,0.0135
CNB0004413,2018-07-22,18-24,100-150K,FL,Retail,False,0.077
CNB0004414,2024-08-19,25-34,100-150K,FL,Retail,False,0.0956
CNB0004415,2024-01-22,25-34,50-100K,AL,Retail,False,0.012
CNB0004416,2021-07-06,35-44,Under 50K,NC,Retail,False,0.0163
CNB0004417,2024-02-21,25-34,100-150K,FL,Retail,False,0.0119
CNB0004418,2010-10-02,45-54,Under 50K,TN,Retail,False,0.012
CNB0004419,2000-06-26,65+,Under 50K,SC,Retail,False,0.0201
CNB0004420,2019-09-15,45-54,150-200K,SC,Affluent,False,0.0821
CNB0004421,2021-12-03,45-54,150-200K,GA,Affluent,False,0.0132
CNB0004422,2014-04-14,25-34,100-150K,SC,Affluent,False,0.0122
CNB0004423,2007-12-17,45-54,Under 50K,SC,Retail,False,0.0135
CNB0004424,2020-08-10,45-54,50-100K,FL,Retail,False,0.0109
CNB0004425,2000-06-26,45-54,50-100K,VA,Retail,False,0.0153
CNB0004426,2018-05-23,55-64,100-150K,SC,Affluent,True,0.0118
CNB0004427,2017-07-27,55-64,50-100K,VA,Retail,False,0.0148
CNB0004428,2022-10-29,25-34,100-150K,SC,Retail,False,0.0995
CNB0004429,2017-05-28,45-54,50-100K,NC,Retail,False,0.019
CNB0004430,2019-03-19,35-44,100-150K,NC,Retail,False,0.0983
CNB0004431,2023-07-26,25-34,100-150K,VA,Affluent,True,0.0653
CNB0004432,2021-06-06,35-44,100-150K,KY,Retail,False,0.0198
CNB0004433,2000-06-26,45-54,50-100K,GA,Retail,False,0.0146
CNB0004434,2012-01-25,45-54,50-100K,NC,Retail,False,0.0175
CNB0004435,2002-10-14,65+,100-150K,NC,Retail,False,0.0143
CNB0004436,2012-02-24,65+,Under 50K,SC,Retail,False,0.0122
CNB0004437,2007-04-21,65+,200K+,FL,Affluent,False,0.0114
CNB0004438,2023-09-24,45-54,200K+,AL,Wealth Management,True,0.0278
CNB0004439,2023-01-27,35-44,150-200K,SC,Wealth Management,True,0.0873
CNB0004440,2018-10-20,18-24,100-150K,VA,Retail,False,0.011
CNB0004441,2022-07-31,65+,50-100K,NC,Retail,False,0.0135
CNB0004442,2021-10-04,25-34,100-150K,GA,Retail,False,0.0719
CNB0004443,2021-02-06,45-54,50-100K,FL,Retail,False,0.0143
CNB0004444,2021-02-06,25-34,Under 50K,NC,Retail,False,0.0993
CNB0004445,2017-11-24,55-64,Under 50K,NC,Retail,False,0.0131
CNB0004446,2023-01-27,35-44,50-100K,GA,Retail,False,0.0129
CNB0004447,2009-08-08,18-24,50-100K,GA,Retail,False,0.0104
CNB0004448,2020-10-09,25-34,100-150K,AL,Retail,False,0.0673
CNB0004449,2024-04-21,45-54,Under 50K,NC,Retail,False,0.1052
CNB0004450,2024-03-22,45-54,100-150K,AL,Retail,False,0.0682
CNB0004451,2022-03-03,35-44,150-200K,NC,Affluent,False,0.0164
CNB0004452,2023-03-28,35-44,200K+,NC,Wealth Management,True,0.073
CNB0004453,2023-02-26,55-64,150-200K,FL,Wealth Management,True,0.121
CNB0004454,2019-12-14,65+,50-100K,AL,Retail,False,0.0167
CNB0004455,2017-09-25,18-24,150-200K,SC,Affluent,True,0.0798
CNB0004456,2023-11-23,55-64,200K+,KY,Wealth Management,True,0.0145
CNB0004457,2023-02-26,18-24,150-200K,GA,Wealth Management,True,0.1112
CNB0004458,2021-02-06,45-54,100-150K,AL,Affluent,False,0.0142
CNB0004459,2021-10-04,65+,100-150K,FL,Retail,False,0.0156
CNB0004460,2014-09-11,18-24,100-150K,SC,Retail,False,0.0712
CNB0004461,2024-08-19,25-34,100-150K,SC,Retail,False,0.1227
CNB0004462,2022-07-01,25-34,50-100K,TN,Retail,False,0.0691
CNB0004463,2021-04-07,55-64,50-100K,NC,Retail,False,0.0126
CNB0004464,2019-08-16,18-24,150-200K,GA,Affluent,False,0.0815
CNB0004465,2009-04-10,45-54,200K+,FL,Affluent,False,0.016
CNB0004466,2020-10-09,45-54,Under 50K,SC,Retail,False,0.0133
CNB0004467,2024-04-21,25-34,150-200K,GA,Wealth Management,True,0.1137
CNB0004468,2022-10-29,35-44,150-200K,GA,Affluent,False,0.0112
CNB0004469,2023-10-24,35-44,150-200K,FL,Affluent,False,0.0835
CNB0004470,2023-02-26,25-34,50-100K,GA,Retail,False,0.013
CNB0004471,2019-12-14,45-54,100-150K,VA,Affluent,True,0.0843
CNB0004472,2013-11-15,35-44,Under 50K,NC,Retail,False,0.018
CNB0004473,2016-11-29,35-44,100-150K,AL,Retail,False,0.0164
CNB0004474,2012-05-24,25-34,50-100K,NC,Retail,False,0.0138
CNB0004475,2015-08-07,35-44,Under 50K,FL,Retail,False,0.0111
CNB0004476,2024-02-21,45-54,Under 50K,GA,Retail,False,0.0187
CNB0004477,2006-05-26,45-54,50-100K,NC,Retail,False,0.0141
CNB0004478,2017-05-28,25-34,200K+,TN,Wealth Management,True,0.0989
CNB0004479,2016-10-30,35-44,Under 50K,NC,Retail,False,0.0103
CNB0004480,2020-03-13,45-54,100-150K,AL,Retail,False,0.0743
CNB0004481,2022-10-29,25-34,100-150K,FL,Affluent,True,0.0772
CNB0004482,2022-04-02,18-24,200K+,AL,Affluent,False,0.0136
CNB0004483,2023-05-27,45-54,100-150K,FL,Affluent,False,0.016
CNB0004484,2019-05-18,35-44,100-150K,GA,Retail,False,0.0172
CNB0004485,2024-07-20,25-34,150-200K,AL,Wealth Management,True,0.0815
CNB0004486,2012-04-24,45-54,50-100K,NC,Retail,False,0.0181
CNB0004487,2024-08-19,35-44,150-200K,AL,Wealth Management,True,0.0769
CNB0004488,2019-10-15,55-64,50-100K,NC,Retail,False,0.0961
CNB0004489,2006-04-26,55-64,150-200K,NC,Affluent,False,0.0113
CNB0004490,2019-01-18,65+,50-100K,VA,Retail,False,0.0191
CNB0004491,2024-06-20,25-34,200K+,TN,Affluent,False,0.1029
CNB0004492,2024-02-21,45-54,100-150K,FL,Retail,False,0.0145
CNB0004493,2023-06-26,55-64,50-100K,TN,Retail,False,0.015
CNB0004494,2019-01-18,45-54,100-150K,KY,Retail,False,0.018
CNB0004495,2024-02-21,45-54,100-150K,NC,Retail,False,0.0188
CNB0004496,2011-07-29,55-64,50-100K,NC,Retail,False,0.0121
CNB0004497,2024-02-21,65+,200K+,GA,Affluent,False,0.0657
CNB0004498,2024-02-21,45-54,Under 50K,SC,Retail,False,0.0138
CNB0004499,2014-12-10,55-64,Under 50K,SC,Retail,False,0.0115
CNB0004500,2021-08-05,25-34,100-150K,VA,Retail,False,0.1011
CNB0004501,2024-08-19,25-34,Under 50K,FL,Retail,False,0.0711
CNB0004502,2020-11-08,35-44,50-100K,NC,Retail,False,0.0124
CNB0004503,2024-08-19,25-34,200K+,TN,Affluent,True,0.0749
CNB0004504,2013-04-19,45-54,50-100K,GA,Retail,False,0.0121
CNB0004505,2016-08-31,65+,100-150K,AL,Affluent,False,0.0156
CNB0004506,2000-06-26,45-54,50-100K,GA,Retail,False,0.0134
CNB0004507,2021-10-04,55-64,50-100K,NC,Retail,False,0.019
CNB0004508,2015-08-07,35-44,150-200K,TN,Wealth Management,True,0.0141
CNB0004509,2024-03-22,35-44,150-200K,NC,Affluent,True,0.0797
CNB0004510,2024-08-19,18-24,200K+,KY,Affluent,True,0.0721
CNB0004511,2021-05-07,65+,Under 50K,VA,Retail,False,0.0141
CNB0004512,2001-04-22,25-34,50-100K,VA,Retail,False,0.0692
CNB0004513,2009-12-06,45-54,50-100K,GA,Retail,False,0.0179
CNB0004514,2021-06-06,35-44,100-150K,GA,Retail,False,0.0815
CNB0004515,2023-05-27,45-54,200K+,FL,Wealth Management,True,0.0126
CNB0004516,2010-06-04,25-34,50-100K,NC,Retail,False,0.0119
CNB0004517,2024-05-21,25-34,150-200K,GA,Affluent,False,0.1129
CNB0004518,2004-09-03,45-54,50-100K,VA,Retail,False,0.0134
CNB0004519,2012-07-23,45-54,200K+,KY,Wealth Management,True,0.0122
CNB0004520,2020-04-12,25-34,Under 50K,TN,Retail,False,0.0124
CNB0004521,2024-02-21,45-54,150-200K,FL,Wealth Management,True,0.0121
CNB0004522,2024-02-21,35-44,100-150K,GA,Retail,False,0.0136
CNB0004523,2020-01-13,25-34,100-150K,TN,Retail,False,0.1055
CNB0004524,2003-02-11,45-54,50-100K,AL,Retail,False,0.0169
CNB0004525,2023-12-23,18-24,200K+,VA,Affluent,True,0.0824
CNB0004526,2004-11-02,45-54,Under 50K,SC,Retail,False,0.0132
CNB0004527,2016-07-02,55-64,100-150K,VA,Retail,False,0.0208
CNB0004528,2016-08-01,65+,50-100K,TN,Retail,False,0.0139
CNB0004529,2017-05-28,45-54,50-100K,SC,Retail,False,0.0166
CNB0004530,2023-08-25,65+,50-100K,VA,Retail,False,0.0993
CNB0004531,2012-01-25,35-44,Under 50K,NC,Retail,False,0.0908
CNB0004532,2024-02-21,55-64,50-100K,FL,Retail,False,0.0136
CNB0004533,2021-07-06,65+,50-100K,GA,Retail,False,0.0168
CNB0004534,2000-06-26,65+,150-200K,AL,Wealth Management,True,0.0145
CNB0004535,2000-06-26,55-64,Under 50K,NC,Retail,False,0.013
CNB0004536,2022-03-03,55-64,Under 50K,TN,Retail,False,0.0153
CNB0004537,2023-03-28,25-34,Under 50K,SC,Retail,False,0.0134
CNB0004538,2023-12-23,25-34,100-150K,GA,Retail,False,0.0743
CNB0004539,2023-11-23,35-44,100-150K,SC,Retail,False,0.0769
CNB0004540,2017-06-27,25-34,150-200K,NC,Affluent,True,0.0829
CNB0004541,2023-11-23,45-54,50-100K,SC,Retail,False,0.0117
CNB0004542,2013-05-19,65+,100-150K,GA,Retail,False,0.0144
CNB0004543,2019-09-15,55-64,50-100K,VA,Retail,False,0.016
CNB0004544,2024-02-21,55-64,50-100K,TN,Retail,False,0.0115
CNB0004545,2020-03-13,45-54,200K+,SC,Wealth Management,True,0.081
CNB0004546,2024-02-21,55-64,150-200K,TN,Wealth Management,True,0.0161
CNB0004547,2020-08-10,55-64,150-200K,NC,Wealth Management,True,0.1037
CNB0004548,2022-10-29,55-64,200K+,VA,Wealth Management,True,0.0122
CNB0004549,2000-06-26,25-34,50-100K,NC,Retail,False,0.0198
CNB0004550,2020-05-12,45-54,Under 50K,TN,Retail,False,0.0236
CNB0004551,2000-06-26,35-44,50-100K,FL,Retail,False,0.0139
CNB0004552,2020-10-09,55-64,Under 50K,GA,Retail,False,0.016
CNB0004553,2024-08-19,25-34,100-150K,TN,Retail,False,0.0755
CNB0004554,2024-06-20,25-34,200K+,TN,Affluent,True,0.0752
CNB0004555,2010-12-01,65+,100-150K,NC,Retail,False,0.0121
CNB0004556,2014-06-13,65+,50-100K,VA,Retail,False,0.0138
CNB0004557,2018-05-23,55-64,Under 50K,SC,Retail,False,0.0214
CNB0004558,2024-04-21,45-54,150-200K,AL,Affluent,False,0.0687
CNB0004559,2020-12-08,35-44,100-150K,NC,Retail,False,0.0155
CNB0004560,2023-07-26,65+,50-100K,TN,Retail,False,0.0118
CNB0004561,2016-03-04,35-44,50-100K,SC,Retail,False,0.0196
CNB0004562,2023-05-27,25-34,50-100K,KY,Retail,False,0.0175
CNB0004563,2020-05-12,55-64,50-100K,GA,Retail,False,0.0883
CNB0004564,2011-09-27,65+,50-100K,SC,Retail,False,0.135
CNB0004565,2019-11-14,55-64,50-100K,AL,Retail,False,0.0687
CNB0004566,2024-02-21,18-24,50-100K,NC,Retail,False,0.015
CNB0004567,2023-12-23,35-44,100-150K,VA,Retail,False,0.1064
CNB0004568,2009-08-08,65+,100-150K,GA,Retail,False,0.0117
CNB0004569,2020-09-09,45-54,50-100K,NC,Retail,False,0.0125
CNB0004570,2015-09-06,25-34,150-200K,NC,Affluent,False,0.1109
CNB0004571,2024-08-19,18-24,150-200K,KY,Wealth Management,True,0.0695
CNB0004572,2024-02-21,25-34,50-100K,AL,Retail,False,0.02
CNB0004573,2013-08-17,55-64,150-200K,TN,Wealth Management,True,0.0104
CNB0004574,2024-02-21,55-64,Under 50K,NC,Retail,False,0.0142
CNB0004575,2020-04-12,18-24,150-200K,SC,Wealth Management,True,0.1161
CNB0004576,2014-11-10,25-34,100-150K,KY,Affluent,False,0.0154
CNB0004577,2017-12-24,55-64,50-100K,TN,Retail,False,0.0241
CNB0004578,2014-12-10,65+,50-100K,NC,Retail,False,0.0109
CNB0004579,2024-02-21,35-44,150-200K,NC,Affluent,True,0.0143
CNB0004580,2023-04-27,65+,200K+,KY,Affluent,False,0.0136
CNB0004581,2022-07-01,35-44,Under 50K,SC,Retail,False,0.0837
CNB0004582,2022-05-02,25-34,200K+,VA,Wealth Management,True,0.0941
CNB0004583,2000-06-26,45-54,50-100K,NC,Retail,False,0.0137
CNB0004584,2024-02-21,25-34,50-100K,GA,Retail,False,0.0132
CNB0004585,2018-01-23,45-54,150-200K,FL,Affluent,False,0.1233
CNB0004586,2005-01-31,45-54,50-100K,FL,Retail,False,0.0185
CNB0004587,2015-10-06,55-64,Under 50K,TN,Retail,False,0.0126
CNB0004588,2023-12-23,18-24,200K+,AL,Affluent,False,0.1172
CNB0004589,2023-06-26,45-54,150-200K,AL,Affluent,False,0.013
CNB0004590,2003-07-11,25-34,200K+,GA,Wealth Management,True,0.0185
CNB0004591,2022-12-28,55-64,150-200K,NC,Affluent,False,0.0117
CNB0004592,2023-10-24,35-44,200K+,TN,Affluent,False,0.0129
CNB0004593,2023-04-27,25-34,150-200K,NC,Wealth Management,True,0.0838
CNB0004594,2023-05-27,35-44,200K+,SC,Wealth Management,True,0.0776
CNB0004595,2022-10-29,65+,100-150K,VA,Retail,False,0.019
CNB0004596,2020-11-08,55-64,50-100K,NC,Retail,False,0.0109
CNB0004597,2020-07-11,55-64,50-100K,TN,Retail,False,0.0157
CNB0004598,2017-01-28,25-34,200K+,NC,Affluent,True,0.078
CNB0004599,2023-01-27,45-54,200K+,GA,Affluent,False,0.0124
CNB0004600,2021-07-06,35-44,50-100K,AL,Retail,False,0.0209
CNB0004601,2007-12-17,45-54,100-150K,NC,Retail,False,0.0117
CNB0004602,2013-11-15,65+,150-200K,TN,Wealth Management,True,0.1313
CNB0004603,2023-02-26,55-64,150-200K,GA,Wealth Management,True,0.0169
CNB0004604,2000-06-26,35-44,50-100K,GA,Retail,False,0.0119
CNB0004605,2011-08-28,25-34,Under 50K,NC,Retail,False,0.0188
CNB0004606,2021-07-06,18-24,200K+,GA,Affluent,False,0.068
CNB0004607,2021-05-07,65+,100-150K,VA,Retail,False,0.0968
CNB0004608,2022-06-01,55-64,100-150K,GA,Retail,False,0.1066
CNB0004609,2023-07-26,45-54,100-150K,NC,Retail,False,0.0234
CNB0004610,2012-12-20,25-34,100-150K,NC,Affluent,False,0.0162
CNB0004611,2018-08-21,35-44,50-100K,NC,Retail,False,0.0173
CNB0004612,2021-12-03,55-64,50-100K,NC,Retail,False,0.0173
CNB0004613,2019-01-18,45-54,100-150K,NC,Retail,False,0.0191
CNB0004614,2019-09-15,65+,50-100K,NC,Retail,False,0.0119
CNB0004615,2005-05-01,45-54,50-100K,SC,Retail,False,0.0119
CNB0004616,2023-11-23,25-34,100-150K,KY,Affluent,False,0.0109
CNB0004617,2023-09-24,55-64,150-200K,TN,Wealth Management,True,0.0972
CNB0004618,2000-06-26,25-34,Under 50K,GA,Retail,False,0.0124
CNB0004619,2018-11-19,25-34,50-100K,GA,Retail,False,0.0144
CNB0004620,2000-06-26,45-54,100-150K,GA,Affluent,True,0.0105
CNB0004621,2018-07-22,18-24,Under 50K,GA,Retail,False,0.013
CNB0004622,2007-10-18,18-24,100-150K,FL,Affluent,False,0.1224
CNB0004623,2000-12-23,65+,Under 50K,TN,Retail,False,0.016
CNB0004624,2024-02-21,65+,150-200K,KY,Wealth Management,True,0.0158
CNB0004625,2016-10-30,35-44,Under 50K,SC,Retail,False,0.0127
CNB0004626,2015-05-09,45-54,100-150K,SC,Retail,False,0.0148
CNB0004627,2011-04-30,55-64,50-100K,TN,Retail,False,0.0179
CNB0004628,2006-10-23,55-64,100-150K,NC,Retail,False,0.0112
CNB0004629,2021-04-07,55-64,100-150K,GA,Retail,False,0.0666
CNB0004630,2004-10-03,45-54,50-100K,TN,Retail,False,0.0189
CNB0004631,2015-03-10,55-64,Under 50K,VA,Retail,False,0.014
CNB0004632,2015-03-10,45-54,50-100K,SC,Retail,False,0.0185
CNB0004633,2021-10-04,35-44,150-200K,NC,Affluent,True,0.0129
CNB0004634,2022-08-30,45-54,100-150K,GA,Retail,False,0.1043
CNB0004635,2024-08-19,25-34,200K+,FL,Wealth Management,True,0.082
CNB0004636,2022-09-29,65+,Under 50K,TN,Retail,False,0.0153
CNB0004637,2006-10-23,55-64,150-200K,KY,Wealth Management,True,0.1224
CNB0004638,2017-02-27,35-44,Under 50K,SC,Retail,False,0.0124
CNB0004639,2013-01-19,45-54,150-200K,NC,Wealth Management,True,0.0755
CNB0004640,2004-06-05,35-44,50-100K,NC,Retail,False,0.0167
CNB0004641,2024-02-21,25-34,200K+,NC,Affluent,False,0.0157
CNB0004642,2023-12-23,35-44,200K+,NC,Affluent,False,0.0933
CNB0004643,2024-02-21,55-64,50-100K,FL,Retail,False,0.0215
CNB0004644,2000-06-26,45-54,150-200K,SC,Affluent,True,0.0105
CNB0004645,2013-04-19,45-54,50-100K,NC,Retail,False,0.0174
CNB0004646,2021-07-06,35-44,100-150K,SC,Affluent,False,0.0957
CNB0004647,2020-07-11,18-24,100-150K,NC,Retail,False,0.0138
CNB0004648,2022-03-03,45-54,100-150K,NC,Retail,False,0.0199
CNB0004649,2023-04-27,45-54,150-200K,VA,Affluent,False,0.0124
CNB0004650,2024-02-21,45-54,50-100K,GA,Retail,False,0.0149
CNB0004651,2013-08-17,35-44,Under 50K,TN,Retail,False,0.0163
CNB0004652,2019-02-17,25-34,Under 50K,GA,Retail,False,0.0764
CNB0004653,2023-06-26,25-34,200K+,SC,Wealth Management,True,0.0808
CNB0004654,2013-05-19,25-34,100-150K,KY,Retail,False,0.0923
CNB0004655,2021-10-04,35-44,200K+,FL,Wealth Management,True,0.014
CNB0004656,2000-06-26,35-44,50-100K,SC,Retail,False,0.0149
CNB0004657,2015-04-09,35-44,50-100K,VA,Retail,False,0.014
CNB0004658,2022-07-01,45-54,Under 50K,AL,Retail,False,0.0252
CNB0004659,2024-08-19,25-34,200K+,KY,Wealth Management,True,0.0878
CNB0004660,2020-02-12,65+,50-100K,VA,Retail,False,0.014
CNB0004661,2024-02-21,35-44,200K+,GA,Wealth Management,True,0.0116
CNB0004662,2014-07-13,45-54,150-200K,TN,Wealth Management,True,0.018
CNB0004663,2009-12-06,45-54,100-150K,TN,Retail,False,0.0148
CNB0004664,2019-08-16,45-54,150-200K,GA,Affluent,True,0.0133
CNB0004665,2023-05-27,35-44,50-100K,FL,Retail,False,0.0123
CNB0004666,2021-06-06,45-54,200K+,SC,Wealth Management,True,0.0897
CNB0004667,2000-06-26,25-34,100-150K,NC,Retail,False,0.0145
CNB0004668,2013-04-19,45-54,Under 50K,FL,Retail,False,0.0129
CNB0004669,2023-04-27,25-34,50-100K,NC,Retail,False,0.0169
CNB0004670,2024-02-21,55-64,50-100K,NC,Retail,False,0.0217
CNB0004671,2015-09-06,25-34,Under 50K,AL,Retail,False,0.0188
CNB0004672,2002-08-15,55-64,50-100K,NC,Retail,False,0.012
CNB0004673,2016-07-02,45-54,150-200K,GA,Wealth Management,True,0.0127
CNB0004674,2021-10-04,35-44,100-150K,SC,Retail,False,0.0915
CNB0004675,2012-11-20,45-54,150-200K,VA,Affluent,False,0.0163
CNB0004676,2000-06-26,55-64,50-100K,NC,Retail,False,0.0141
CNB0004677,2022-12-28,25-34,100-150K,FL,Retail,False,0.0709
CNB0004678,2023-12-23,18-24,Under 50K,GA,Retail,False,0.0712
CNB0004679,2007-02-20,18-24,100-150K,VA,Affluent,False,0.0192
CNB0004680,2019-02-17,65+,Under 50K,NC,Retail,False,0.0148
CNB0004681,2012-09-21,55-64,200K+,NC,Wealth Management,True,0.0122
CNB0004682,2022-12-28,25-34,Under 50K,TN,Retail,False,0.0626
CNB0004683,2017-06-27,55-64,150-200K,NC,Wealth Management,True,0.0695
CNB0004684,2010-07-04,25-34,150-200K,SC,Affluent,False,0.014
CNB0004685,2024-08-19,35-44,150-200K,NC,Wealth Management,True,0.1174
CNB0004686,2018-01-23,35-44,100-150K,TN,Retail,False,0.0122
CNB0004687,2000-06-26,18-24,150-200K,NC,Wealth Management,True,0.0142
CNB0004688,2023-07-26,35-44,100-150K,GA,Retail,False,0.124
CNB0004689,2019-03-19,18-24,50-100K,FL,Retail,False,0.0874
CNB0004690,2020-03-13,25-34,50-100K,SC,Retail,False,0.1335
CNB0004691,2022-07-01,18-24,150-200K,VA,Affluent,False,0.0838
CNB0004692,2013-03-20,65+,200K+,SC,Wealth Management,True,0.0138
CNB0004693,2019-07-17,18-24,50-100K,SC,Retail,False,0.0136
CNB0004694,2022-05-02,25-34,200K+,GA,Affluent,False,0.0811
CNB0004695,2022-03-03,55-64,100-150K,GA,Retail,False,0.0207
CNB0004696,2005-06-30,55-64,100-150K,NC,Retail,False,0.0194
CNB0004697,2019-04-18,35-44,50-100K,SC,Retail,False,0.0104
CNB0004698,2021-08-05,18-24,150-200K,GA,Affluent,True,0.0754
CNB0004699,2024-02-21,55-64,Under 50K,NC,Retail,False,0.0107
CNB0004700,2019-05-18,45-54,Under 50K,GA,Retail,False,0.0128
CNB0004701,2012-02-24,65+,50-100K,TN,Retail,False,0.0103
CNB0004702,2020-04-12,45-54,Under 50K,VA,Retail,False,0.0133
CNB0004703,2018-04-23,65+,200K+,GA,Affluent,False,0.0196
CNB0004704,2017-09-25,45-54,50-100K,GA,Retail,False,0.0144
CNB0004705,2020-04-12,55-64,100-150K,TN,Retail,False,0.0163
CNB0004706,2019-12-14,25-34,Under 50K,VA,Retail,False,0.0632
CNB0004707,2016-09-30,55-64,50-100K,GA,Retail,False,0.0182
CNB0004708,2020-11-08,18-24,150-200K,KY,Affluent,False,0.0699
CNB0004709,2023-07-26,25-34,200K+,VA,Affluent,True,0.0889
CNB0004710,2021-02-06,25-34,150-200K,VA,Wealth Management,True,0.0891
CNB0004711,2021-10-04,25-34,100-150K,VA,Retail,False,0.0141
CNB0004712,2020-05-12,45-54,200K+,KY,Affluent,False,0.0198
CNB0004713,2023-03-28,35-44,100-150K,GA,Retail,False,0.0181
CNB0004714,2024-05-21,55-64,200K+,FL,Affluent,False,0.0693
CNB0004715,2020-07-11,45-54,150-200K,TN,Wealth Management,True,0.0158
CNB0004716,2012-03-25,35-44,100-150K,KY,Retail,False,0.1292
CNB0004717,2022-05-02,35-44,200K+,NC,Affluent,False,0.0742
CNB0004718,2012-05-24,25-34,150-200K,KY,Wealth Management,True,0.0136
CNB0004719,2024-01-22,25-34,100-150K,NC,Retail,False,0.1247
CNB0004720,2011-10-27,65+,100-150K,AL,Affluent,False,0.0146
CNB0004721,2017-03-29,55-64,100-150K,VA,Retail,False,0.0129
CNB0004722,2014-01-14,25-34,100-150K,SC,Retail,False,0.0842
CNB0004723,2020-03-13,35-44,100-150K,VA,Retail,False,0.078
CNB0004724,2022-08-30,25-34,100-150K,VA,Retail,False,0.0731
CNB0004725,2021-07-06,55-64,150-200K,TN,Wealth Management,True,0.0142
CNB0004726,2022-09-29,65+,150-200K,AL,Affluent,False,0.011
CNB0004727,2021-07-06,25-34,50-100K,NC,Retail,False,0.0638
CNB0004728,2000-06-26,65+,100-150K,NC,Retail,False,0.0144
CNB0004729,2024-06-20,35-44,100-150K,NC,Retail,False,0.1
CNB0004730,2024-02-21,35-44,Under 50K,TN,Retail,False,0.0149
CNB0004731,2002-02-16,55-64,50-100K,GA,Retail,False,0.0197
CNB0004732,2023-11-23,55-64,100-150K,TN,Affluent,False,0.0131
CNB0004733,2024-02-21,35-44,100-150K,SC,Affluent,False,0.0162
CNB0004734,2004-09-03,25-34,150-200K,NC,Wealth Management,True,0.0272
CNB0004735,2017-03-29,55-64,50-100K,NC,Retail,False,0.0138
CNB0004736,2024-06-20,55-64,200K+,SC,Affluent,True,0.0623
CNB0004737,2001-12-18,45-54,50-100K,GA,Retail,False,0.0166
CNB0004738,2024-08-19,35-44,100-150K,NC,Affluent,True,0.0702
CNB0004739,2019-02-17,25-34,50-100K,NC,Retail,False,0.012
CNB0004740,2018-12-19,45-54,Under 50K,AL,Retail,False,0.0111
CNB0004741,2018-08-21,55-64,Under 50K,NC,Retail,False,0.0149
CNB0004742,2004-09-03,25-34,50-100K,NC,Retail,False,0.0977
CNB0004743,2024-02-21,45-54,Under 50K,NC,Retail,False,0.0123
CNB0004744,2000-06-26,35-44,Under 50K,TN,Retail,False,0.013
CNB0004745,2023-07-26,55-64,150-200K,NC,Affluent,True,0.0791
CNB0004746,2023-06-26,35-44,200K+,NC,Wealth Management,True,0.0991
CNB0004747,2021-02-06,25-34,200K+,VA,Affluent,False,0.0882
CNB0004748,2003-03-13,45-54,50-100K,GA,Retail,False,0.0156
CNB0004749,2017-11-24,65+,150-200K,TN,Wealth Management,True,0.0173
CNB0004750,2011-06-29,65+,100-150K,VA,Retail,False,0.0141
CNB0004751,2005-09-28,65+,50-100K,TN,Retail,False,0.0148
CNB0004752,2019-04-18,55-64,200K+,AL,Wealth Management,True,0.0963
CNB0004753,2014-08-12,18-24,50-100K,AL,Retail,False,0.0169
CNB0004754,2016-02-03,35-44,50-100K,NC,Retail,False,0.017
CNB0004755,2000-06-26,45-54,50-100K,TN,Retail,False,0.0152
CNB0004756,2019-11-14,35-44,100-150K,NC,Retail,False,0.0174
CNB0004757,2022-10-29,35-44,100-150K,NC,Retail,False,0.0161
CNB0004758,2016-08-01,55-64,100-150K,TN,Retail,False,0.015
CNB0004759,2019-09-15,25-34,200K+,NC,Wealth Management,True,0.0866
CNB0004760,2000-06-26,35-44,50-100K,TN,Retail,False,0.0131
CNB0004761,2022-07-31,35-44,Under 50K,TN,Retail,False,0.0114
CNB0004762,2023-12-23,18-24,Under 50K,NC,Retail,False,0.0109
CNB0004763,2023-10-24,35-44,50-100K,GA,Retail,False,0.0104
CNB0004764,2023-09-24,45-54,50-100K,NC,Retail,False,0.016
CNB0004765,2024-02-21,65+,200K+,TN,Affluent,True,0.0118
CNB0004766,2009-06-09,55-64,50-100K,SC,Retail,False,0.0116
CNB0004767,2015-07-08,45-54,200K+,VA,Affluent,False,0.0172
CNB0004768,2012-06-23,25-34,50-100K,VA,Retail,False,0.0969
CNB0004769,2021-08-05,45-54,50-100K,FL,Retail,False,0.0185
CNB0004770,2000-06-26,45-54,100-150K,VA,Retail,False,0.0174
CNB0004771,2011-04-30,55-64,Under 50K,GA,Retail,False,0.0126
CNB0004772,2021-03-08,18-24,200K+,TN,Affluent,True,0.0756
CNB0004773,2023-01-27,25-34,50-100K,NC,Retail,False,0.0154
CNB0004774,2019-05-18,35-44,150-200K,NC,Affluent,False,0.0756
CNB0004775,2024-02-21,45-54,100-150K,NC,Retail,False,0.0112
CNB0004776,2017-04-28,35-44,Under 50K,TN,Retail,False,0.0151
CNB0004777,2024-02-21,45-54,Under 50K,TN,Retail,False,0.015
